relation_id,source_firm_id,target_firm_id,source_tier,product_name,is_conglomerate_supplier
228,9198666,9860599,2,Air spring assembly; ECS controller; Electronic controlled shock absorber,False
229,3756916,3507835,2,Lithium-ion battery electrolyte; Solid-state electrolyte,False
230,1759224,3507835,2,Artificial graphite anode material,False
231,5235577,3507835,2,Die cast part; Injection molded automotive part; Die casting mold,False
232,9372387,4057150,3,Hose; Wire harness; Moulded rubber part; Moulded rubber part,False
233,3303395,9419981,3,Interior trim; Various plastic molding,False
234,1889586,7904754,2,Door trim; Outside handle; Instrument panel,False
235,7794623,7904754,2,Interior trim; Interior trim; Interior trim,False
236,3680366,5536914,1,Automotive ECU; Automotive ECU,False
237,6616323,3507835,2,Battery structural part,False
238,6342596,3507835,2,Insulation film; Thermal insulation pad,False
239,9002574,7904754,2,Zinc die cast part,False
240,3861318,7904754,2,Various Electrical / Electronic parts; Window regulator; Door lock; Wire harness,False
241,6986790,7904754,2,Precision plastic gear; Window regulator; Various Electrical / Electronic parts,False
242,5284386,7904754,2,Window glass; Window glass; Window glass,False
243,6564991,3507835,2,Lithium hexafluorophosphate; Lithium-ion battery electrolyte,False
244,9313782,5536914,1,Spring; Spring; Spring; Spring,False
245,5486603,5536914,1,Intelligent cockpit operating system; AI smart cockpit system,False
246,4499675,7904754,2,Automotive grease; Automotive grease; Automotive grease,False
247,4265837,5536914,1,Air conditioner compressor; Air conditioner condenser; Air conditioner evaporator; HVAC module,False
248,2889324,9860599,2,Various brake parts; Shift fork,False
249,8104289,7904754,2,Interior trim; Exterior decorative parts; Outside handle; Various lamps,False
250,5576699,9419981,3,Injection molded automotive part,False
