relation_id,source_firm_id,target_firm_id,source_tier,product_name,is_conglomerate_supplier
67,9613314,9465603,2,Electrolytic manganese dioxide; Lithium manganese oxide cathode material,False
68,3881613,6206468,3,Aluminum die cast engine block,False
69,4282387,6206468,3,Oil pan; Junction box,False
70,5698545,9465603,2,Heat exchanger; Cooling module,False
71,7154068,1550011,1,Electric brake (Brake-by-wire),True
72,4747993,1550011,1,LFP battery cell,False
73,6483410,6206468,3,Die cast part,False
74,8309303,9465603,2,Battery-grade lithium hydroxide,False
75,6500636,1986777,4,Flexible PU foam,False
76,7536042,6206468,3,Sheet metal part; Injection molded automotive part; Moulded rubber part,False
77,2581698,1550011,1,AI smart cockpit system,False
78,5075574,9465603,2,Lithium-ion battery electrolyte; Electrolyte additive,False
79,8413252,1550011,1,Power window switch; Body control module (Body ECU); Various sensors,True
80,4694531,9465603,2,Oil cooler; Heat exchanger,False
81,5973258,9465603,2,Anode materials / plates for lithium-ion battery,False
82,9453182,9465603,2,Lithium-ion battery separator,False
83,9542865,9465603,2,Automotive powertrain part; Magnesium die cast automotive part,False
84,8710752,6206468,3,Bolt / Nut; Bolt / Nut; Aluminum connector,False
85,2578885,9465603,2,LFP cathode material; LMFP cathode material,False
86,1759224,9465603,2,Artificial graphite anode material,False
87,5306722,9465603,2,Electric connector; Various sensors; Wire harness,False
88,4052293,1550011,1,Integrated electric drive system,False
89,6908273,1550011,1,Body domain controller; Keyless entry system; Various sensors,False
90,2005357,9465603,2,Automotive rubber sealing part; Vibration damping system,False
91,6846635,6206468,3,Aluminum/zinc die cast automotive part,False
92,6286178,1550011,1,EV battery system,False
93,6286178,1550011,1,EV battery system,False
94,7144634,9465603,2,Battery structural part; Sheet metal part,False
95,9829772,6690574,3,Connector housing; Terminal; Wafer,False
96,7072099,9465603,2,Lithium-ion battery electrolyte,False
97,6647368,9465603,2,Lithium-ion battery separator,False
98,4077765,9465603,2,Fuse / Circuit braker; Relay; BDU (Battery Disconnect Unit),False
99,2693942,6206468,3,Magnesium die cast automotive part,False
100,1310189,9465603,2,Lithium carbonate; Battery-grade lithium hydroxide,False
101,3249563,1550011,1,EV power battery,False
102,1064374,9465603,2,Lithium-ion battery anode current collector,False
103,3730540,9465603,2,LFP cathode material; NCM cathode material,False
104,4606830,9465603,2,LFP cathode material,False
105,8256283,9465603,2,Lithium-ion battery separator; Lithium-ion battery aluminum-plastic film,False
106,1986777,6206468,3,Magnesium die cast automotive part; Aluminum die cast part,False
107,6957776,1550011,1,Airbag module; Seat belt; Steering wheel,False
108,2308210,1550011,1,Cylindrical lithium-ion cell,False
109,2899561,6206468,3,Heat sink; Connector case,False
110,2522849,9465603,2,Lithium-ion battery separator,False
111,3067064,9465603,2,New energy passenger vehicle,False
112,3407265,9465603,2,Drive motor housing; Battery pack sidewall,False
113,5171331,1550011,1,Lithium-ion battery / Lithium-ion battery pack; BMS (Battery Management System),False
114,1437924,9465603,2,Lithium-ion battery electrolyte; LFP cathode material,False
115,4791944,6206468,3,Gear,False
116,8191378,9465603,2,LFP cathode material,False
117,2897606,6206468,3,Die casting machine spare part,False
118,2105778,9465603,2,Artificial graphite anode material; Silicon-based anode material,False
119,2549022,1550011,1,EC rearview mirror; Streaming media mirror; AI smart cockpit system,False
120,9454994,9465603,2,Heating tube; Electric heating element,False
121,7813650,6206468,3,HVAC pipe; Die cast machined part,False
122,3623869,9465603,2,NCM cathode material,False
123,1190478,1550011,1,Seat,False
124,3193547,9465603,2,Lithium-ion battery electrolyte,False
125,8166527,9465603,2,Energy storage system; BMS (Battery Management System); PCS inverter,False
126,2777413,9465603,2,New energy vehicle die cast part,False
127,1421427,1550011,1,Electric oil pump; Vacuum pump; Water pump,False
128,8527272,6206468,3,Aluminum die cast automotive part,False
129,9328608,1550011,1,Electric oil pump; Vacuum pump; Water pump,False
